Country Name,Country Code,Series Name,Series Code,2015,2016,2017,2018,2019
Cyprus,CYP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,130.9823176,132.6368741,136.1722981,137.0450965,139.994482
Czech Republic,CZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.575140818,9.734693175,9.761725917,9.640704998,..
Czech Republic,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.6688387,76.4811987,78.71917285,80.68816754,80.86694441
Czech Republic,CZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.946582096,0.996128103,0.956655422,1.08885095,1.160877615
Czech Republic,CZE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.5,2.6,2.6,2.5,2.4
Czech Republic,CZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,117.4805076,117.5742832,118.7512323,119.1135078,122.5662254
Denmark,DNK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.911867775,6.176665194,5.78145978,5.761494164,..
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.33050162,96.96778525,97.09936216,97.31920437,98.04643475
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.111446012,1.147637617,1.138233254,1.277402227,1.301454919
Denmark,DNK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5,3.5,3.4,3.3,3.2
Denmark,DNK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,124.4441651,122.300966,124.5728833,125.4530064,125.4958526
Djibouti,DJI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.3999996,8.8000002,9.1000004,9.1000004,9.5
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.66145325,58.74835587,60.2,60.57155991,61.27593613
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.590810921,0.52738245,0.49782862,0.510989933,..
Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.9,30.8,55.68140925,58,59
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Djibouti,DJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,54.6,53.1,51.6,50.1,48.6
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,34.3930424,37.15870638,39.51407638,41.19590415,42.51057973
Dominica,DMA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,83.800003,83.800003,83.900002,83.599998,83.400002
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.77677155,99.97296906,100,100,100
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.528977871,2.524296352,2.378953261,2.513053919,..
Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,65,67.03,69.61966879,..,..
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Dominica,DMA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.5,28.7,29.7,30.6,31.2
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,108.5287217,110.008835,105.2786252,105.7884817,..
Dominican Republic,DOM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,89.099998,89.599998,90.099998,90.699997,91.300003
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.560364,98.9,100,98.9,100
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.280756783,2.352434731,2.224840963,2.363757648,..
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.21576634,63.87086474,67.57124533,74.82204836,75.8
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.643674978,0.634030553,0.666063444,0.69399111,0.689583104
Dominican Republic,DOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,28.8,28.8,28.7,28.6,28.3
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,85.56234973,83.75022036,83.41139781,84.10208352,83.32379175
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,94.199997,94.199997,94.099998,94.099998,93.900002
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.825883,98.7,99.2,98.7,100
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.511716305,2.365516075,2.249579931,2.3138123,..
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.94043379,54.06292473,..,..,..
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.616074159,2.5147668,2.361263384,2.351887153,2.233801969
Ecuador,ECU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.2,12.8,12.4,12,11.6
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,79.84070461,84.18035505,87.28679711,92.32327021,91.24789005
"Egypt, Arab Rep.",EGY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.800003,99.900002,99.900002,99.900002,99.900002
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3,100,100,100,100
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.444220788,2.477154638,2.474943902,2.502042142,..
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.81938343,41.24806709,44.95020425,46.92433677,57.2828664
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.723147428,1.666605152,1.4220317,1.249966196,1.180971797
"Egypt, Arab Rep.",EGY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.8,19.1,18.5,17.8,17.2
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,101.7022519,103.540997,106.7559394,95.28659682,94.97170247
El Salvador,SLV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,84.599998,86,87.300003,88.400002,89.099998
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.4,96,96.8,97,100
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.106698196,1.128043653,0.998728265,1.060625411,..
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.80260496,28.99707305,33.8207289,43.8,50.49119319
El Salvador,SLV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.056819966,1.023502951,1.044469416,1.128021932,1.173830536
El Salvador,SLV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.3,12.8,12.3,11.9,11.5
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,147.5723164,151.6211797,148.3697097,146.9221022,161.1017373
Equatorial Guinea,GNQ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.700001,23.700001,23.799999,24.1,23.9
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.99684906,66.13747406,66.28614044,66.43882751,66.59217834
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.110005776,4.608366984,4.461144462,5.095625096,..
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.041432076,1.237123381,1.100368826,1.072141334,1.312734395
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,67.6,65.6,63.6,61.7,60
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,45.64013391,47.37158281,44.85832828,45.16686721,..
Eritrea,ERI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.8000002,8.8999996,9.1999998,9,9.3000002
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,45.57744598,46.77131271,47.9732132,49.17913818,50.38573074
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.194446721,0.195465323,0.210964653,0.231696216,..
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.083733116,1.17711872,1.30890698,..,..
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Eritrea,ERI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34,33.1,32.2,31.3,30.5
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,14.20956809,14.9856792,20.36395515,..,..
Estonia,EST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.68459648,11.89399524,12.35782429,12.103085,..
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.4097035,87.24023275,88.10245687,89.35700777,90.2289282
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.011335173,2.051844371,2.007733521,2.008665863,2.024018821
Estonia,EST,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.4,2.2,2.1,1.9,1.8
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,144.7205063,144.1630523,144.3413244,145.4384241,147.1771541
Eswatini,SWZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,48,49.5,51.700001,52.599998,54.700001
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.1318512,63.43,73.5,74.10943604,77.16963959
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.932938902,1.104135211,0.924602243,0.959275668,..
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.64304231,..,..,..,..
Eswatini,SWZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.805081503,2.098442667,1.958201682,2.03576227,1.886147697
Eswatini,SWZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.2,42.6,43.5,39.4,37.7
Eswatini,SWZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,85.23211031,89.31801432,93.52732251,..,..
Ethiopia,ETH,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,4.0999999,4.5999999,5.1999998,5.9000001,6.5999999
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,29,42.9,44.3,45.05340195,48.2716217
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.127732852,0.144300199,0.145300853,0.149050931,..
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,13.85517556,15.36692386,18.61805145,22,25
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.705413868,0.695462177,0.666369217,0.63901528,0.587739944
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,43.2,41.3,39.5,38,36.6
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,41.96106195,49.44236323,37.2180717,..,..
Faroe Islands,FRO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.2,95.10868167,97.58195894,..,..
Faroe Islands,FRO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Faroe Islands,FRO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Faroe Islands,FRO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,110.7427525,113.1069271,117.1484141,117.1041508,112.9031595
Fiji,FJI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,40.099998,42.400002,44.799999,47.200001,49.599998
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.12813568,96.5249939,96,99.33879089,100
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.738365614,1.99448422,2.062772092,2.150561976,..
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.5,46.50697831,49.96637301,..,..
Fiji,FJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.910146352,1.103793033,1.404844224,1.467606861,1.464098153
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.6,21.1,21.5,22.1,22.6
Fiji,FJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,111.2042338,119.7485325,117.8305767,..,..
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.814537412,8.318012674,7.808338601,8.04275205,..
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.42213333,87.70364996,87.46892907,88.88996,89.60738511
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.449960972,1.419652626,1.353498604,1.362212408,1.347711136
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2,2,2,1.9,1.9
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,134.9395252,131.3291545,129.9132285,129.4685668,129.2443669
France,FRA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.666086597,4.686612202,4.727575622,4.619241205,..
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.00603771,79.26981132,80.50245972,82.04318678,83.33974409
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.872258281,1.917282368,1.908642012,1.845053399,1.845491196
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.2,3.2,3.3,3.4,3.4
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,103.4564614,104.4897355,106.4394347,108.357357,110.6100121
French Polynesia,PYF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.56020975,68.44041949,72.70389531,..,..
French Polynesia,PYF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
French Polynesia,PYF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,98.24621784,102.0162069,104.2509652,109.0010408,..
Gabon,GAB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,85.699997,86.300003,87,87.599998,87.900002
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.32967377,88.16036987,86.27,89.84184265,90.68525696
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.813589432,2.843792613,2.276236287,2.175272204,..
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.78453653,48.05227375,50.32012015,59.6,61
Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.185025608,1.447542623,1.810489535,1.548722767,1.580901717
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,36.1,34.6,33.7,32.5,31.5
Gabon,GAB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,144.8670371,147.543495,128.9816609,138.2809687,137.75384
"Gambia, The",GMB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1.8,1.8,1.6,1.5,1.4
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.44612503,55.99819565,56.2,60.3,59.92128754
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.254091837,0.246610961,0.243913456,0.249989913,..
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.7,25,32,40,51
"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.008858467,..,..,0.702928018,0.814318637
"Gambia, The",GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.7,38.6,37.5,36.5,35.6
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,130.1943563,132.0589763,133.9723898,139.5290282,110.0953015
Georgia,GEO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,79.400002,82,84.599998,86.199997,88.199997
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,99.9,100
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.469615674,2.58886306,2.583151735,2.538541691,..
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.56975964,58.45928961,59.7055046,62.7179082,68.84670565
Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.00294589,2.081640315,1.969742969,1.897113157,1.749924308
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.4,9.1,8.8,8.7,8.4
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,137.9343335,137.7647586,137.2607838,136.380667,134.6603816
Germany,DEU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.087290939,9.073006389,8.858293699,8.558389812,..
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.58979935,84.16520664,84.3941537,87.03711209,88.13451691
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.137338427,1.149654485,1.154049407,1.171816792,1.269146867
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.3,3.3,3.3,3.2,3.2
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,117.8176431,125.8854564,132.7148699,129.3242137,128.3570318
Ghana,GHA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,20.799999,21.4,21.700001,22.200001,22.6
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.17105103,79.3,79,80.4,83.5
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.543283052,0.495401526,0.507529429,0.541201382,..
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,23,28,37.88415262,43,53
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.526514224,0.38237993,0.401629021,0.419660326,0.441936078
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38.8,37.4,36.2,35,34
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,125.7069529,134.4889824,126.2016214,137.5171658,134.3193846
Gibraltar,GIB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,94.44447158,..,..,..
Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Gibraltar,GIB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,122.8391036,121.9314106,121.6644924,121.7302331,120.2842646
Greece,GRC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.285069342,6.203617289,6.211250006,6.08317505,..
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.83495949,69.08791547,69.89297065,72.23837339,75.67120669
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.466920999,2.575917794,2.559893896,2.713889458,2.664580485
Greece,GRC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.8,3.9,3.8,3.7,3.7
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,117.8887779,118.122548,122.4009386,115.6669118,113.4494873
Greenland,GRL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.60044348,68.50087368,69.48246178,..,..
Greenland,GRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Greenland,GRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Greenland,GRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,108.2001525,..,110.3379898,108.5390001,108.7944664
Grenada,GRD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,91.099998,90.599998,90.099998,89.699997,89.099998
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.20235443,93.19223785,94.09955597,94.82138824,95.42874146
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.46343622,2.539383111,2.615581651,2.691814193,..
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.81,55.85640782,59.07173536,..,..
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Grenada,GRD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.3,14.5,14.6,14.7,14.7
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,109.2774569,107.9012525,102.0771326,104.2439033,..
Guam,GUM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.13999995,77.00999989,80.50546556,..,..
Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Guam,GUM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Guam,GUM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..
Guatemala,GTM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,43.200001,44.5,45.900002,47.5,48.799999
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.49639893,91.79523468,93.3,94.41300964,95.72457123
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.049628073,1.103130021,1.026267857,1.113969273,..
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,28.80594156,34.50932609,40.70304908,..,44.40104984
Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.432011238,0.464536552,0.402560936,0.390612897,0.465831692
Guatemala,GTM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.7,22.9,22.2,21.4,20.7
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,111.4995795,110.1395181,118.1585424,118.6670871,118.7279996
Guinea,GIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1,1.1,1.3,1.4,1.6
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.9978981,33.5,35.4,44,42.41838837
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.222181479,0.241088377,0.246115273,0.251323233,..
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,8.2,9.8,11.40002077,21.83002304,23
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.517735345,1.88205381,1.768122506,1.636814205,1.445135682
Guinea,GIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,68.4,67.1,66,64.7,63.4
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,94.15602819,94.64639604,96.95447755,96.76749212,100.7967429
Guinea-Bissau,GNB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1.1,1.1,1.1,1.1,1.1
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.14110756,23.04921532,26,28.51482964,31.0404129
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.161178259,0.168309177,0.164100679,0.165394728,..
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,17,18,22,28
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.625961245,1.335409609,1.424578577,1.411144551,1.652794305
Guinea-Bissau,GNB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,60,58.1,56.3,54.6,53
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,71.29240008,72.13911508,78.4851311,78.9888828,82.79258606
Guyana,GUY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,71,72.800003,74.5,75.699997,76.800003
